UNITID,YEAR,COHORT,gradRateT_Total,gradRateG_Men,gradRateG_Women,gradRateR_White,gradRateR_Black,gradRateR_Asian,gradRateR_Hispanic,gradRateR_AmInd,gradRateR_NatHawaii,gradRateR_NonResident,gradRateR_2orMore,gradRateR_Unknown
174491,2010,2,0.696,0.658,0.722,0.696,0.75,0.733,0.833,0.5,,1,,0
182917,2010,2,0.789,0.667,0.846,0.786,1,1,0.5,,,1,,
216339,2008,2,0.654,0.615,0.683,0.662,0.639,0.683,0.643,0.714,,0.7,,0.594
243780,2012,2,0.702,0.687,0.721,0.716,0.496,0.702,0.609,0.522,,0.707,,0.725
448248,2012,4,0.851,0.762,0.876,0.862,1,,0.9,0,,,0.5,0.833
445814,2011,4,0.588,0.518,0.608,0.605,0.526,1,0.682,0.5,,,0.667,0.889
441371,2011,4,0.681,0.693,0.677,0.693,0.63,0.5,0.702,0.667,,,0.625,0.714
193584,2008,2,0.719,0.71,0.723,0.728,0.714,0.6,0.636,1,,0,,0.75
109785,2012,2,0.629,0.609,0.641,0.647,0.414,0.579,0.606,0.6,,0.6,0.625,0.63
212674,2009,2,0.827,0.772,0.878,0.837,0.759,1,0.8,,,0.706,,0
116846,2010,2,0.9,0.909,0.895,0.875,1,1,,,,,,1
126614,2010,2,0.679,0.656,0.703,0.686,0.643,0.706,0.576,0.578,,0.651,,0.701
177542,2009,3,0.889,1,0.857,0.833,,1,,,,1,,1
368780,2011,4,0.835,0.712,0.878,0.8,0.741,0.918,0.778,,,0.917,,
166629,2012,2,0.702,0.675,0.726,0.714,0.589,0.688,0.644,0.5,,0.618,,0.722
216038,2012,2,0.62,0.599,0.635,0.638,0.481,0.455,0.421,0.667,,0.5,1,0.561
446844,2010,4,0.654,0.606,0.719,0.663,0.348,0.6,0.714,0.556,,,1,0.716
214883,2010,2,0.778,0.5,0.917,0.667,0.714,,1,,,1,,1
382957,2012,4,0.593,0.47,0.612,0.622,0.575,0.5,0.571,1,,,0.8,0.833
437662,2010,4,0.728,0.672,0.744,0.68,0.625,0.871,0.755,0.833,,,,0.667
159197,2011,4,0.821,0.825,0.791,0.837,0.799,,0.5,,,,1,1
228246,2010,2,0.744,0.71,0.773,0.75,0.738,0.829,0.685,0.714,,0.63,,
145813,2011,2,0.71,0.676,0.73,0.741,0.422,0.692,0.631,0.6,,0.667,,0.702
120883,2012,2,0.632,0.543,0.686,0.635,0.467,0.766,0.594,0.625,,0.519,0.534,0.569
174251,2010,2,0.658,0.649,0.664,0.673,0.5,0.471,0.857,0.556,,0.667,,0.875
110097,2009,2,0.709,0.699,0.715,0.712,0.333,0.73,0.738,0.25,,0.684,,1
190503,2010,3,0.71,0.697,0.731,0.72,0.6,0.842,0.5,0.333,,0.885,,0.552
186867,2009,2,0.744,0.711,0.856,0.772,0.625,0.776,0.697,0,,0.667,,0.722
126775,2012,2,0.657,0.64,0.708,0.653,0.6,0.667,0.655,0.533,,0.781,,0.675
246974,2009,4,0.657,0.587,0.663,0.7,0.547,0.827,0.683,0.429,,,0.808,0.667
126410,2008,4,0.875,1,0.842,0.85,,,1,1,,,,1
154527,2011,2,0.632,0.558,0.711,0.653,0.455,0.5,0.375,0.667,,0.4,1,0.615
209551,2010,2,0.678,0.653,0.699,0.682,0.518,0.724,0.615,0.7,,0.614,,0.683
195720,2011,2,0.728,0.729,0.727,0.734,0.737,0.571,0.538,0,,,1,0.8
153658,2012,2,0.697,0.697,0.697,0.704,0.469,0.693,0.636,0.542,,0.714,,0.714
434140,2012,4,0.637,0.679,0.625,0.733,0.449,0.976,0.547,0.667,,,0.917,0.333
163851,2008,2,0.691,0.58,0.769,0.711,0.571,0.656,0.739,0.75,,0.5,,0.595
434690,2011,4,0.693,0.686,1,0.683,1,,0.5,,,1,,1
132806,2011,4,0.596,0.574,0.603,0.676,0.545,1,0.624,0.667,,,0.667,0.607
368780,2012,4,0.802,0.729,0.832,0.829,0.75,0.906,0.708,,,1,,
126605,2009,4,0.639,0.634,0.692,0.685,0.5,0.667,0.55,0.667,,0.8,0.722,0
262332,2012,3,0.686,0.685,0.688,0.699,0.667,0.619,0.755,0.529,,,0.545,0.683
233329,2009,4,0.73,0.5,0.741,0.776,0.686,0.833,0.789,1,,,0.5,
183044,2012,3,0.646,0.651,0.641,0.789,1,1,1,,,,0.333,0.494
120883,2010,2,0.686,0.691,0.683,0.69,0.579,0.725,0.557,0.667,,0.556,,0.72
150163,2008,2,0.739,0.707,0.758,0.757,0.645,0.643,0.684,0.667,,0.545,,0.409
445708,2011,2,0.591,0.512,0.653,0.611,0.53,0.714,0.692,0.5,,1,,0.75
443438,2008,4,0.688,0.593,0.705,0.577,0.702,1,0.763,0.5,,,0.333,0.692
438647,2009,4,0.659,0.552,0.666,0.731,0.594,1,0.667,1,,,,0.682
164562,2008,2,0.752,0.747,0.756,0.76,1,0.6,0.889,,,0.333,,0.714
213473,2010,4,0.87,1,0.833,0.846,1,1,1,,,,,
191533,2012,2,0.582,0.557,0.6,0.563,0.6,0.5,0.52,1,,1,,0.627
105543,2010,4,0.659,0.538,0.68,0.838,0.571,0.667,0.824,0.775,,,0.455,0.541
126614,2012,2,0.682,0.654,0.71,0.694,0.643,0.717,0.565,0.571,,0.661,,0.651
382896,2012,4,0.674,0.512,0.725,0.591,0.643,1,0.731,1,,,,0.671
201195,2010,2,0.708,0.677,0.732,0.735,0.5,0.438,0.556,0,,0.6,1,0.6
218539,2011,2,0.681,0.669,0.693,0.677,0.824,,0.5,1,,0.5,0.5,0.5
221519,2012,2,0.783,0.766,0.802,0.804,0.5,0.667,0.722,0.5,,1,,
209551,2009,2,0.7,0.7,0.7,0.714,0.586,0.706,0.571,0.5,,0.68,,0.687
133492,2012,2,0.601,0.553,0.635,0.62,0.389,0.429,0.615,1,,0.778,0.867,0.056
192819,2010,2,0.799,0.764,0.826,0.817,0.591,0.75,0.689,0.5,,0,,0.803
173300,2012,2,0.68,0.619,0.723,0.704,0.5,0.636,0.333,0.333,,0.552,1,0.459
188526,2012,2,0.7,0.732,0.681,0.701,0.667,0.789,0.5,,,0.769,1,0
406033,2011,4,0.687,0.743,0.679,0.795,0.63,1,0.684,,,,1,0.32
454865,2012,4,0.805,0.75,0.825,0.794,0.75,,0.864,,,,0.75,1
439437,2011,4,0.81,0.718,0.824,0.772,0.791,0.75,0.873,,,,,1
131283,2011,2,0.685,0.656,0.705,0.731,0.515,0.733,0.492,1,,0.389,,0.631
140951,2008,2,0.656,0.571,0.742,0.555,0.66,0.826,0.429,0.667,,0.591,,0.84
193317,2011,2,0.78,0.705,0.801,1,0.766,0,0.758,,,0.81,,0.917
219903,2008,4,0.695,0.615,0.701,0.851,0.695,0.6,0.875,0.75,,,0.421,0.333
164058,2008,4,0.679,0.713,0.651,0.607,0.662,1,0.787,,,0.811,,0.625
142054,2009,4,0.694,0.571,0.708,0.687,0,0.875,,1,,,1,1
100751,2012,2,0.665,0.637,0.688,0.671,0.588,0.634,0.753,0.606,,0.655,,0.636
212054,2010,2,0.682,0.647,0.746,0.69,0.46,0.746,0.596,0.667,,0.642,,0.657
214069,2009,2,0.725,0.7,0.734,0.717,0.857,1,0.8,1,,,,
217518,2010,2,0.62,0.593,0.643,0.623,1,0.647,0.444,1,,0.333,,0.628
184959,2009,4,0.808,0.833,0.803,0.857,0.647,0.882,0.844,,,,,0.857
114123,2011,4,0.723,0.809,0.695,0.653,0.788,0.652,0.944,0.667,,,,0.6
156286,2011,2,0.664,0.612,0.691,0.663,0.667,0.714,0.643,1,,0.875,,0
153269,2010,2,0.732,0.74,0.726,0.735,0.652,0.7,0.7,0,,0.8,,0.743
212133,2010,2,0.672,0.689,0.663,0.689,0.579,0.667,0.4,0.5,,1,,0.667
195003,2008,2,0.649,0.616,0.744,0.656,0.535,0.672,0.597,0.75,,0.672,,0.634
450401,2012,4,0.713,0.5,0.717,0.742,0.667,1,0.75,0.75,,,,0.686
413802,2010,4,0.934,0.948,0.92,0.943,0.903,0.944,0.933,,,,,
118888,2011,2,0.571,,0.571,0.5,0.615,0.4,0.75,0.5,,1,1,0.617
209825,2011,2,0.754,0.724,0.768,0.78,0.529,0.763,0.724,0.4,,0.5,,0.581
168005,2012,2,0.556,0.539,0.569,0.555,0.571,0.551,0.556,0.5,,0.579,1,0.546
157818,2012,2,0.737,0.725,0.747,0.75,0.545,0.667,0.667,,,,1,0.684
232186,2012,2,0.664,0.624,0.689,0.646,0.654,0.72,0.66,0.444,,0.717,,0.704
159391,2012,2,0.666,0.637,0.69,0.676,0.596,0.6,0.598,0.588,,0.776,,0.694
213507,2012,2,0.724,0.644,0.793,0.749,0.286,1,0.625,,,0.25,1,0.45
178396,2011,2,0.689,0.671,0.705,0.701,0.596,0.615,0.611,0.5,,0.75,,0.682
446835,2010,4,0.738,0.696,0.794,0.741,0.663,0.714,0.757,0.667,,,0.75,
106397,2011,2,0.591,0.55,0.633,0.601,0.455,0.565,0.528,0.549,,0.793,0.844,0.41
185572,2009,2,0.612,0.519,0.692,0.608,0.548,0.6,0.594,1,,0.667,,0.679
196060,2012,2,0.646,0.635,0.656,0.647,0.663,0.684,0.646,0.75,,0.556,,0.634
445726,2010,4,0.757,0.751,0.766,0.788,0.705,,1,1,,,0.75,
105543,2012,4,0.579,0.505,0.596,0.741,0.5,1,0.701,0.517,,,0.929,0.447
185572,2012,2,0.64,0.622,0.654,0.66,0.514,0.5,0.55,0.667,,0.25,0.875,0.583
201104,2011,2,0.612,0.577,0.633,0.615,0.444,0.75,0.583,0.5,,0.8,1,
228787,2012,2,0.637,0.583,0.711,0.616,0.673,0.772,0.604,0.5,,0.704,,0.714
198215,2012,2,0.508,0.504,0.514,0.487,0.5,1,1,0.667,,0.833,0.5,
188641,2009,2,0.691,0.658,0.72,0.706,0.679,0.929,0.647,0.5,,0.429,,0.553
123651,2011,2,0.554,0.568,0.548,0.566,0.25,0.636,0.596,0.5,,1,1,0.294
110671,2008,2,0.643,0.607,0.671,0.614,0.742,0.65,0.615,0.556,,0.736,,0.676
421878,2010,4,0.894,0.6,0.929,0.75,0.922,0.714,0.951,,,,,0.75
105659,2008,4,0.757,0.759,0.667,0.813,0.5,0.889,0.754,0.643,,,,0.727
196389,2009,3,0.798,0.808,0.795,0.812,0.75,1,0.727,,,,,0.818
212197,2012,2,0.741,0.744,0.739,0.746,0.714,0.556,0.6,1,,0.667,,
178411,2009,2,0.633,0.615,0.702,0.629,0.609,0.706,0.611,0.6,,0.714,,0.688
150163,2011,3,0.768,0.784,0.76,0.775,1,0.75,1,,,0,,0.667
217059,2011,2,0.6,0.519,0.667,0.603,0.4,0.429,0.76,1,,1,,0.525
450702,2010,4,0.664,0.551,0.679,0.698,0.444,0.75,0.636,0.714,,,0.867,0.5
194499,2012,3,0.704,0.71,0.703,0.567,0.755,0.588,0.766,,,1,0.708,
135124,2008,4,0.737,0.778,0.731,0.568,0.778,,0.905,1,,,,1
110671,2011,2,0.664,0.596,0.695,0.612,0.606,0.735,0.651,0.625,,0.54,,0.772
110051,2010,3,0.889,0.857,1,1,1,,1,,,,,0.75
447102,2011,4,0.692,0.641,0.706,0.693,0.575,0,0.723,0.5,,0.333,1,0.633
210669,2008,2,0.743,0.687,0.797,0.756,0.5,0.556,0.455,1,,1,,
104805,2009,3,0.65,0.642,0.664,0.64,0.536,0.729,0.71,0.635,,,0.692,0.596
447263,2008,4,0.879,0.864,0.886,0.864,1,,1,,,,,1
404499,2008,4,0.648,0.5,0.667,0.844,0.465,1,0.795,,,,1,0.571
209551,2008,2,0.659,0.65,0.665,0.659,0.643,0.706,0.605,0.564,,0.699,,0.639
192110,2009,2,0.835,0.854,0.821,0.881,0.733,0.818,0.667,,,0.88,,0
414823,2012,2,0.546,0.475,0.612,0.527,0.529,1,0.529,1,,0.794,,0.475
142054,2010,4,0.718,0.6,0.735,0.723,1,0.333,0.678,0.8,,,,0.9
125532,2011,4,0.634,0.586,0.639,0.701,0.5,0.694,0.641,0.778,,,0.676,0.635
199193,2011,2,0.723,0.691,0.759,0.745,0.596,0.688,0.75,0.424,,0.5,,0.608
368036,2009,4,0.939,0.889,0.95,0.953,0.75,,1,,,,1,
153302,2008,2,0.754,0.615,0.871,0.74,1,,1,,,0.5,,1
179159,2012,2,0.701,0.665,0.723,0.721,0.495,0.667,0.69,,,0.714,0.903,0.2
237066,2008,2,0.769,0.697,0.832,0.794,0.75,0.741,0.462,0.333,,0.6,,0.5
123581,2009,4,0.8,0.794,0.857,0.833,0.688,0.667,0.838,,,1,,
232186,2011,2,0.638,0.546,0.701,0.629,0.608,0.761,0.56,0.667,,0.727,,0.639
447768,2009,4,0.777,0.727,0.784,0.967,0.923,1,0.876,,,,,0.422
163851,2011,2,0.669,0.607,0.718,0.681,0.596,0.75,0.6,0.667,,0.6,,0.588
147660,2012,2,0.679,0.653,0.698,0.703,0.533,0.875,0.556,,,0.5,1,0.278
126687,2010,4,0.697,0.622,0.708,0.749,0.552,0.625,0.778,0.6,,,0.5,0.644
165936,2008,2,0.748,0.769,0.737,0.765,1,0.692,0.833,0,,0.429,,0.5
138600,2011,2,0.646,,0.646,0.607,0.576,0.714,0.667,,,1,0.75,0.867
445814,2008,4,0.647,0.696,0.639,0.701,0.54,1,0.75,0.5,,,,1
197197,2008,2,0.691,0.626,0.742,0.717,0.516,0.75,0.444,1,,0.333,,0.654
212656,2011,2,0.677,0.625,0.718,0.688,0.364,1,1,0,,1,0.4,
217606,2011,2,0.784,0.667,0.895,0.926,0,1,0.2,,,1,,1
153603,2010,2,0.702,0.667,0.747,0.715,0.524,0.698,0.571,0.563,,0.596,,0.689
115773,2012,2,0.818,0.5,0.862,0.875,0.75,1,0.667,,,,1,
162654,2008,2,0.638,0.62,0.645,0.664,0.813,0.625,0.8,0.5,,0.6,,0.566
150455,2011,2,0.667,0.605,0.708,0.668,0.5,0.714,0.5,,,0.871,0.6,0.636
445452,2012,4,0.644,0.648,0.556,0.659,0.523,0.536,0.683,0.56,,0.6,0.5,0.559
179946,2012,2,0.698,0.676,0.719,0.675,0.625,0.75,0.667,0.4,,0.925,,0.333
206525,2010,2,0.655,0.557,0.743,0.67,0.467,0.4,0.727,0.75,,0.889,,0.609
216524,2008,2,0.759,0.707,0.811,0.79,0.61,0.643,0.647,1,,0.5,,
196121,2008,2,0.623,0.597,0.643,0.615,0.581,0.6,0.625,1,,0.444,,0.738
164216,2012,2,0.692,0.669,0.709,0.699,0.563,1,0,0.667,,0.8,,0.667
433013,2008,4,0.778,0.73,0.794,0.712,1,0.898,0.842,,,,,0.712
229115,2010,2,0.626,0.586,0.666,0.63,0.654,0.57,0.587,0.593,,0.719,,0.833
123165,2010,2,0.825,,0.825,0.83,1,0.821,0.867,,,0.5,,0.796
217749,2012,2,0.618,0.617,0.619,0.635,0.308,0.579,0.5,1,,0.522,0.733,0.333
195003,2009,2,0.683,0.654,0.774,0.688,0.62,0.713,0.6,0.364,,0.667,,0.701
216010,2008,2,0.636,0.602,0.664,0.663,0.356,0.471,0.344,1,,1,,0.727
118888,2010,2,0.615,,0.615,0.592,0.444,1,0.625,1,,1,,0.571
153162,2012,2,0.707,0.704,0.71,0.712,0.25,1,0.8,,,0.875,0,0.704
206622,2008,2,0.787,0.787,0.787,0.802,0.654,0.789,0.688,0.5,,0.667,,
118286,2008,4,0.687,0.555,0.72,0.716,0.694,0.75,0.752,0.5,,0.385,,0.7
153603,2009,2,0.693,0.66,0.737,0.699,0.535,0.705,0.72,0.364,,0.66,,0.685
196389,2008,3,0.868,0.931,0.848,0.961,0.647,0.667,0.786,,,,,0.75
166850,2011,2,0.701,0.643,0.751,0.696,0.833,0.667,0.7,0,,0.75,,0.714
102049,2010,2,0.735,0.693,0.759,0.741,0.6,1,0.8,,,0.5,,0.625
239628,2008,2,0.692,0.649,0.741,0.72,0.667,0.667,0.5,1,,0.4,,0.417
438258,2011,4,0.69,0.586,0.706,0.694,0.623,0.71,0.75,0.5,,,0.5,0.693
112516,2009,4,0.726,0.739,0.533,0.694,1,1,0,1,,,0,0.759
381741,2011,2,0.909,0.667,1,0.875,1,1,1,,,,,
447379,2009,4,0.682,0.714,0.678,0.627,0.75,1,1,1,,,,
443331,2011,3,0.844,0.5,0.893,0.8,0.667,0.846,0.9,1,,,,
195234,2012,2,0.646,0.614,0.662,0.671,0.429,0.5,0.605,0.5,,0.833,0.5,0.489
442745,2009,4,0.655,0.644,0.657,0.667,0.592,0.8,0.687,0.5,,,0.5,0.746
210401,2008,2,0.705,0.715,0.696,0.729,0.778,0.667,0.444,0.5,,0.5,,0.714
230630,2011,2,0.963,0.92,0.982,1,,1,0.833,,,,,0.75
212106,2011,2,0.733,0.703,0.751,0.756,0.475,0.615,0.615,0.5,,0.706,,0.594
222983,2009,2,0.737,0.655,0.798,0.735,0.7,0.722,0.833,0.667,,0.6,,
233426,2012,2,0.657,0.67,0.649,0.663,0.875,0.667,0.5,0.5,,0.75,,0.515
191126,2010,3,0.626,0.423,0.655,0.641,0.492,0.595,0.651,1,,0.765,,0.598
211273,2009,2,0.798,,0.798,0.821,0.737,0.8,0.846,,,0.895,,0.75
214944,2011,4,0.835,0.842,0.79,0.863,0.795,0.5,0.817,1,,,,
218663,2009,2,0.691,0.655,0.718,0.697,0.7,0.663,0.519,0.5,,0.619,,0.679
123679,2009,4,0.685,0.66,0.69,0.681,0.688,0.685,0.696,1,,,0.656,0
221351,2008,2,0.722,0.706,0.735,0.741,0.609,0.636,0,1,,0.667,,0.625
184782,2008,2,0.648,0.582,0.713,0.684,0.439,0.64,0.458,1,,0.526,,0.75
184959,2012,4,0.784,0.607,0.821,0.821,0.683,1,0.724,,,,,1
141167,2009,2,0.758,0.783,0.744,0.773,0.778,1,1,,,0.6,,
155618,2012,4,0.757,0.807,0.63,0.786,0.667,1,0.588,1,,,,0.2
135081,2008,3,0.586,0.61,0.569,0.534,0.634,1,0.818,1,,,,0.682
114354,2009,3,0.588,0.465,0.596,0.553,0.435,0.63,0.616,1,,0.893,,0.656
433004,2011,3,0.875,1,0.85,1,1,0.818,0.889,,,,,
193973,2010,2,0.676,0.632,0.7,0.704,0.382,1,0.333,0.625,,0.889,,0.489
437936,2011,4,0.629,0.579,0.639,0.692,0.639,0.744,0.595,0.833,,,0.5,0.579
444714,2011,4,0.682,0.657,0.707,0.67,0.686,1,0.694,0.833,,,0.5,0
103909,2010,4,0.666,0.647,0.671,0.696,0.48,0.679,0.726,0.563,,,0.7,0.6
372921,2011,4,0.628,0.662,0.605,0.673,0.594,0.5,0.731,0.75,,,0.667,0.617
124706,2009,4,0.711,0.717,0.711,0.804,0.5,0.794,0.718,0.667,,,0.804,0
228343,2009,2,0.77,0.673,0.842,0.778,0.667,0.733,0.796,0.667,,,,0.5
125763,2010,2,0.66,0.639,0.68,0.667,0.538,0.588,0.75,0.8,,0.5,,0.603
222983,2011,2,0.748,0.658,0.83,0.743,0.5,0.909,0.704,0.333,,1,,
245652,2009,2,0.532,0.5,0.565,0.518,0,1,0.308,1,,1,,1
116040,2009,2,0.909,1,0.8,1,1,0.714,1,,,,,
445346,2011,4,0.607,0.505,0.625,0.649,0.333,1,0.626,0.5,,1,,0.577
392257,2012,4,0.717,0.73,0.714,0.732,0.744,0.75,0.701,,,,0.667,0.667
122409,2010,2,0.662,0.613,0.694,0.672,0.634,0.685,0.622,0.611,,0.571,,0.657
119173,2009,2,0.69,0.667,0.692,0.647,0.714,0.809,0.631,,,1,,0.571
213996,2010,2,0.754,0.734,0.764,0.763,0.842,0.889,0.643,0,,0.588,,0.444
196167,2010,2,0.772,0.748,0.79,0.818,0.438,0.667,0.526,0.25,,0.643,,0.767
449524,2012,4,0.937,0.6,1,0.882,1,,1,,,,1,
127060,2009,2,0.75,0.72,0.774,0.762,0.533,0.805,0.622,0.714,,0.739,,
368629,2008,4,0.76,0.706,0.77,0.887,0.364,0.538,0.667,1,,,,0.727
192688,2008,4,0.779,0.778,0.779,0.779,0.777,0.75,0.777,,,1,,
240718,2012,4,0.781,0.778,0.868,0.788,0.667,0.676,0.83,0.697,,,,0.333
454698,2012,4,0.929,0.8,0.976,1,0.833,1,0.88,,,,,
445328,2010,4,0.65,0.532,0.661,0.664,0.503,0.769,0.763,0,,0.5,0.875,0.5
230807,2010,2,0.59,0.648,0.563,0.592,0.667,0.833,0.5,1,,0.5,,0.524
152099,2012,2,0.792,0.791,0.792,0.762,0.833,0,0.727,0,,0.75,,0.97
137546,2008,2,0.67,0.622,0.702,0.679,0.6,0.615,0.5,0.5,,0.846,,0.682
196097,2010,2,0.652,0.588,0.719,0.588,0.724,0.716,0.593,0.5,,0.663,,0.671
166018,2008,2,0.671,0.649,0.684,0.673,0.6,0.8,0.6,0.333,,0.778,,0.625
444972,2012,4,0.68,0.818,0.641,0.625,0.649,1,,,,,1,1
191630,2011,2,0.751,0.703,0.795,0.766,0.56,0.625,0.75,0,,0.833,,0.625
153658,2009,2,0.685,0.684,0.686,0.693,0.5,0.712,0.585,0.571,,0.656,,0.636
373058,2010,4,0.816,0.781,0.839,0.829,0.643,1,0.5,,,,,1
173665,2009,2,0.658,0.602,0.69,0.685,0.429,0.625,0.643,1,,0.625,,0.45
126614,2011,2,0.684,0.665,0.703,0.696,0.472,0.667,0.604,0.56,,0.673,,0.683
114123,2010,4,0.866,0.835,0.876,0.882,0.793,0.714,0.84,0.6,,,,
215105,2010,2,0.667,0.659,0.673,0.651,0.706,0.636,0.889,,,0.9,,0.623
196060,2008,2,0.638,0.578,0.696,0.623,0.676,0.68,0.6,0.8,,0.382,,0.73
444024,2011,4,0.677,0.535,0.693,0.728,0.605,0.697,0.589,0.563,,,0.614,0.7
151467,2008,4,0.772,0.78,0.769,0.762,0.818,1,0.5,,,,,1
456180,2011,4,0.6,0.414,0.659,0.75,0.583,0.5,0.739,0.625,,,1,0.53
152390,2008,2,0.761,,0.761,0.766,1,0.667,0.667,1,,0,,0.778
207971,2012,2,0.659,0.619,0.704,0.672,0.422,0.577,0.704,0.576,,0.726,,0.741
191126,2012,3,0.719,0.634,0.731,0.728,0.651,0.672,0.656,0,,0.861,,0.748
121275,2008,3,0.756,0.748,0.776,0.787,0.613,0.822,0.698,0.2,,,,1
113698,2011,2,0.539,0.429,0.571,0.549,0.389,0.793,0.457,1,,0.75,0.471,0.45
439288,2009,2,0.677,0.676,0.679,0.663,0.667,0.6,0.769,0,,0.667,,1
152318,2008,2,0.788,0.769,0.875,0.782,0.75,0.933,1,,,0.5,,
189097,2010,2,0.888,,0.888,0.894,0.84,0.935,0.854,0.333,,0.765,,
442444,2008,4,0.494,0.377,0.544,0.771,0.333,1,0.353,1,,0.55,0.419,0.556
181464,2011,2,0.667,0.648,0.687,0.679,0.468,0.75,0.584,0.696,,0.614,,0.603
443623,2010,4,0.601,0.577,0.635,0.669,0.509,0.833,0.81,0.667,,,0.594,0.5
385503,2010,4,0.608,0.545,0.619,0.62,0.394,1,0.692,0.75,,,0.5,0.667
197197,2010,2,0.656,0.61,0.687,0.657,0.6,0.692,0.783,0.333,,0.75,,0.625
217864,2010,2,0.718,0.713,0.784,0.719,0.756,0.429,0.774,,,0.75,,0.75
393180,2011,4,0.745,0.636,0.825,0.854,0,0.636,0.333,,,0.697,1,0.667
436702,2012,3,0.873,0.78,0.898,1,0,1,0.842,,,,,1
455567,2012,4,0.592,0.638,0.532,0.531,0.599,0.5,1,1,,,1,
195234,2009,2,0.666,0.609,0.685,0.655,0.727,0.6,0.625,,,1,,0.824
404514,2010,4,0.523,0.544,0.52,0.55,0.409,0.75,0.626,0.875,,,1,0.593
209551,2011,2,0.659,0.657,0.66,0.666,0.576,0.683,0.67,0.615,,0.594,,0.61
458371,2012,4,0.587,0.594,0.579,0.6,0.432,1,1,1,,,,0.598
250601,2012,4,0.568,0.527,0.59,0.572,0.636,0.7,0.5,0.696,,,1,0.6
154712,2008,2,0.577,0.453,0.719,0.563,0.714,1,0.625,0.5,,0.571,,0.667
439525,2008,4,0.698,0.72,0.693,0.697,0.739,0,0.628,0.5,,0.944,,0.769
105543,2011,4,0.613,0.473,0.642,0.738,0.571,0.833,0.726,0.969,,,0.079,0.742
196185,2011,2,0.672,0.655,0.683,0.692,0.591,0.556,0.743,1,,0.2,,0.593
150455,2009,2,0.724,0.644,0.784,0.741,0.55,1,0.5,,,0.692,,0.75
133711,2008,2,0.759,0.532,0.886,0.769,0.75,0.667,0.688,0,,1,,0.333
196866,2010,2,0.833,0.823,0.846,0.843,0.8,0.872,0.652,,,0.714,,0
153144,2009,2,0.703,0.662,0.735,0.723,0.25,1,0.4,0.5,,0.909,,0.5
186584,2011,2,0.66,0.578,0.73,0.685,0.528,0.778,0.591,0.5,,0.667,,0.665
442879,2009,4,0.836,0.933,0.819,0.86,0.8,0,0.8,0.667,,,,0.667
448372,2009,4,0.415,0.357,0.436,0.381,0.125,0.667,0.5,1,,1,0.5,1
120883,2009,2,0.643,0.607,0.672,0.664,0.619,0.649,0.588,0.833,,0.5,,0.606
156295,2010,2,0.64,0.56,0.713,0.585,0.682,1,0.571,,,0.963,,0.667
170082,2012,2,0.657,0.636,0.669,0.668,0.549,0.755,0.555,0.433,,0.8,,0.658
135081,2010,2,0.739,0.667,0.794,0.764,0.688,1,0.727,,,1,,
433536,2008,3,0.917,0.826,1,1,0.636,1,1,,,,,
179894,2008,2,0.6,0.547,0.637,0.603,0.571,0.429,0.909,1,,0.556,,0.526
160524,2011,4,0.495,0.513,0.491,0.488,0.474,0.75,0.5,0.833,,,0.833,1
443331,2012,3,0.895,1,0.892,1,0.833,0.938,0.818,,,,,
170037,2010,2,0.495,0.391,0.563,0.49,0.333,1,0.6,1,,1,0.5,
230621,2009,2,0.923,0.947,0.903,0.931,1,1,0.667,,,,,
100858,2012,2,0.683,0.66,0.702,0.722,0.435,0.667,0.567,0.7,,0.6,,0.635
183044,2008,2,0.731,0.698,0.756,0.743,0.5,0.58,0.614,0.571,,0.462,,0.715
216339,2009,2,0.67,0.649,0.687,0.687,0.623,0.669,0.565,0.5,,0.613,,0.704
192703,2009,2,0.763,0.774,0.754,0.745,0.857,0.792,0.957,,,,,0.725
447458,2009,2,0.792,0.793,0.783,0.682,0.5,,1,,,,1,0.816
131308,2011,2,0.577,0.714,0.526,0.517,0.75,0.667,0.4,,,1,0.5,0.714
122409,2009,2,0.663,0.645,0.674,0.694,0.579,0.637,0.606,0.65,,0.541,,0.675
234085,2008,2,0.742,0.753,0.583,0.752,0.684,0.75,0.6,1,,0.5,,
262509,2011,4,0.663,0.651,0.667,0.65,0.5,1,0.732,0,,0,0.5,1
107044,2009,2,0.612,0.571,0.645,0.614,0.457,0.556,0.615,0.4,,0.893,0.5,0.5
448655,2012,4,0.583,0.53,0.601,0.697,0.519,0.6,0.633,0.6,,1,0,0.598
212674,2008,2,0.826,0.777,0.871,0.834,0.735,0.857,0.643,,,0.818,,
452124,2011,4,0.607,0.545,0.623,0.627,0.566,1,0.7,,,,1,0.692
103893,2012,3,0.649,0.532,0.665,0.651,0.47,0.714,0.662,0.743,,,0.556,0.718
216454,2011,4,0.854,0.856,0.8,0.85,1,,1,,,,1,
216278,2008,2,0.821,0.8,0.836,0.826,0.75,0.857,0.667,,,0.8,,
444121,2009,4,0.602,0.54,0.609,0.643,0.427,0.667,0.566,0.8,,,1,0.5
163851,2012,2,0.678,0.624,0.718,0.692,0.664,0.579,0.433,0.8,,0.333,,0.833
434140,2009,4,0.663,0.584,0.679,0.727,0.46,0.754,0.668,0.6,,,0.656,0.563
213668,2011,2,0.7,0.63,0.744,0.71,0.625,,0.444,1,,1,,0.5
430050,2010,4,0.701,0.65,0.713,0.759,0.621,0.833,0.857,0.167,,,0.8,0.25
178183,2012,4,0.808,0.784,0.814,0.867,0.743,1,0.667,,,,,0.667
